sentiment,airline,text
negative,Delta,@JetBlue What is going on with the flight from Buffalo to JFK? Have they figured anything out about the temperature and the tower yet?
negative,American,@AmericanAir so what if I didn't have the funds to purchase another ticket? Your error would cause my family to miss the funeral
negative,Delta,@JetBlue Not really. I have a flight to catch at 1 pm in Vegas. I'm praying I don't miss the flight!
positive,Southwest,@SouthwestAir  I USED to always fly Southwest.
negative,US Airways,"@USAirways any guesstimate on hold times? Can't change my flight online, at 45 mins and counting..."
negative,US Airways,"@USAirways usually ""sorry"" doesn't involve moving people to middle seats and removing them from upgrade lists. Guess that's a club perk."
negative,United,@united thanks for ruined my vacation for having poorly maintained aircrafts that can’t fly safely out of STT. #UA1481 #Cancelled Flightledflight
positive,United,@united thank you! My second flight I already got bumped up to 1st! Love it!
neutral,Virgin America,@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao
neutral,Delta,@JetBlue could I get a free flight to Vegas since it's my bday😏☺️
neutral,American,"@AmericanAir I will and I will share with many, many others. #filmcrew #media @WSJ @nytimes @latimes @chicagotribune"
negative,American,@AmericanAir has no idea what they're doing. Delay 1 flight from 5pm to 7:40pm then delay another TO THE SAME DESTINATION  @ THE SAME TIME.
negative,United,@united I know that. Thanks for the standard reply.
negative,American,"@AmericanAir I need to go to YYZ tmr morning 8am. I switched to United already, but my bag is still off in AA la-la land."
negative,US Airways,@USAirways Why can't I check in online for a flight tomorrow am?
negative,American,@AmericanAir all flights Cancelled Flighted tomorrow and that means I'm stranded at the airport for the night... wow.
neutral,United,@united How much is baggage check for International flights?
neutral,American,@AmericanAir okay. I just sent it.
negative,US Airways,@USAirways Flight 4210 been sitting @Bradley_Airport gate 27 for 10 min w door open since we arrived. Still no jet bridge. Can someone help?
negative,Southwest,@SouthwestAir Logically you would think you check all that before you have people board. I could've drove home in the time I've been waiting
negative,US Airways,@USAirways I was eventually given a flight to Memphis but only after I was taken off my original flight bc I was checked in as my father
negative,United,"@united yes, we've been with the agents for the last 50 minutes. One of the agents have been very rude, but thankfully Ladan has been nice."
negative,United,"@united worst airline ever! Staff is nasty, wifi down bags are delayed due to weather?? And now the belt is broken. Selling UAL stock in AM"
negative,Delta,@JetBlue they are rude and unhelpful. They suggested I catch a flight tomorrow I was supposed to be home today at 2 am and work is waiting
negative,Delta,@JetBlue C'mon now. My flight's delayed annnnnd you can't give me a pick?!? I'm about to tweet at @united or @Delta .......
negative,US Airways,@USAirways Flight Cancelled Flighted because of #Neptune Could not get to my destination. #notmyfault  #waive$200fee #ripoff #poorcustomerservice
negative,US Airways,@USAirways I have a receipt but no conf # for a Thur flight. When I call for help I was literally hung up on b/c of wait times. Help!
neutral,American,@AmericanAir how does one book a ticket online and put it on hold?  Does that require that I pay for the ticket?
positive,American,@AmericanAir Thanks guys got some sleep. Hang in there DFW with bad weather.
neutral,US Airways,@USAirways can you help me reroute my trip?
negative,Delta,@JetBlue what's the delay if the system isn't down?
negative,United,@united ...and when that doesn't work...
negative,American,@AmericanAir there is two hour wait
negative,US Airways,"@usairways If I could/wanted to call I wouldn't use the internet to make a reservation.

Site won't work on Chrome, on several computers."
negative,Southwest,"@SouthwestAir worst customer service, Terrible attitudes. I don't care how big a storm.  Your employees need an attitude adjustment"
neutral,American,@AmericanAir When will the old 777-200 fly ORD-PVG get upgraded?
negative,Delta,@JetBlue Why did you interupt the Staduim Series on @NHLonNBCSports. I dont need to see your stupid commercials or Emergency. Info.
positive,Delta,@JetBlue safety first !! #lovejetblue
negative,American,@AmericanAir absolutely disappointed in your lack of service. Lost my bag and can't even deliver it after I was told it would happen.
negative,Delta,“@JetBlue: Our fleet's on fleek. http://t.co/tLGoihqkvS” 😐 make it stop.
negative,United,@united feck guys. Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations!!!
negative,United,@united now 1558 from IAH to EWR has broken entertainment system and no WiFi despite info on app: http://t.co/FY6f9rZB9k
negative,Virgin America,@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.
neutral,Delta,@JetBlue Thanks. Which day of the week is the direct?  The flights I saw went thru JFK   ☀️
negative,United,@united how is it that my flight #3367 can arrive early and be delayed due to no gate being available. We are now 20 min Late Flight on tarmac
neutral,Delta,“@JetBlue: Our fleet's on fleek. http://t.co/H11jglw74L”ayyy 😎
negative,United,@united this is nuts they said a flight was on the ground now it's still in Albany and they won't have a plane.  Someone is compensating me
neutral,US Airways,@USAirways following you now
neutral,Delta,@JetBlue flite454
neutral,Southwest,@SouthwestAir Show Jacksonville some 💝too!  We want #3ticketsforJax!
negative,United,@united on 768 to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!
negative,American,@AmericanAir @cheerUPDATES So you're saying the call center is understaffed?
negative,United,@united but again UNITED DOESNT GIVE 2 SHITS ABOUT THEIR CUSTOMERS
negative,Southwest,@SouthwestAir customer service you shouldn't use those words wasted my time and took my money #BadBussiness #Theft http://t.co/63zaQ2lt8f
negative,United,@united Item (not mine) mysteriously ended up in my checked bag after a #EWR to #YOW flight.  Missing a black box? http://t.co/SJQEmDtQmA
negative,US Airways,@USAirways Flight 830 CLT to Phl. I was 1st on list.Someone else got spot. Rude employee in coach. Wouldt give ID. Said he was cute red head
neutral,United,@united flights taking off from IAD this afternoon?
negative,Southwest,@SouthwestAir been holding for 1 hour and 10 minutes. To rebook Cancelled Flightlation.You guys need more help!
positive,United,@united thanks! Everything a-ok now.
negative,Southwest,@SouthwestAir allows other passengers 2 harass u after their gate agents mistakeFURIOUS they are doing NOTHING about it &amp; my 6yo was scared
negative,United,@united I sent a message. It's very irresponsible that my suitcase cannot be found. This is truly worst service ever... #fedup #disastrous
negative,US Airways,@USAirways 59 minutes now. Nice customer service you got going on.
negative,United,"@united You load our plane at ORD knowing pilots are 2 hrs Late Flight, then discover plane needs to be fueled? #WTF #united #incompetent"
negative,American,@AmericanAir @USAirways use the app you say?? http://t.co/WnY9TzsR8N
negative,US Airways,"@USAirways worst airline ever....left without luggage for 7 days, submit $700 expenses and they offer a refund of $297? #badservice"
negative,United,@united which is why my next flights to Miami will be on another airline.
negative,Delta,"@JetBlue You can pass that along to my wife, daughter, daughter's friend, my elderly mother-in-law.  They spent several hours waiting."
negative,Delta,@JetBlue @EllaHenderson the highlight of being delayed #freeconcert
negative,Southwest,@SouthwestAir Supposed to take off almost 2 hours ago....#vacationfail #frozenwater? #gettingimpatient #theycouldatleastofferfreebooze
negative,American,"@AmericanAir no thanks.  As I said, being denied miles that expired one week ago was the last drop for me; plan to avoid AA as possible."
neutral,Virgin America,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE
negative,American,@AmericanAir what kind if airlines do you guys run? The people that got in line first received hotel vouchers? Terrible customer service!
negative,American,"@AmericanAir not only did you rebook me on the wrong day, your phone system says it can't handle the volume and hangs up on me!!!"
positive,Delta,"@JetBlue I love flying with u, but I have a question, why is one of ur planes called ny jets"
